Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Clostridiales	1711.6061725716	2195.8871959146	1726.7540690071	3386.0707972381	2214.7018503414	986.3817738104	1059.1288088034	2241.6049148202	0	0	835.5699784273	0	2546.927907776	2130.5592817437	2678.8465762601	2416.9200378919	239.6985985159	220.638391111	1942.5545890602	0	1865.8092555973	0	2136.9626941164	0	0	122.4743711118	37.8803001185	2498.715571443	2113.9048137869	2598.0261632661	1460.5122776036	1938.8727641268	2722.9772751046	456.1442925527	784.0564618836	0	0	1764.196233475	1488.4100043004	245.314282981	468.4103740553	1856.7696328732	487.0981534359	584.8466603989	635.2117719959	903.9641192192	1653.4955855334	1634.6321889176	0	0	1900.0565969228	0	1312.0957559585	815.4620915348	111.5261207838	1856.3606078179	1291.3057286175	3224.2830593291	2293.8872775199	1938.5983986538	2233.9216603956	1779.8835908337	1130.8974810182	1488.4059923751	2361.549447756	1583.5189365181	1035.1022251319	238.5336992716	1268.5435302951	1274.1220487853	409.8756645863	596.3866416619	963.5629107366	899.8894543028	1012.7806986099	1117.9324192351	885.767161901	2642.8726011541	2191.0857730162	147.0590581311	2392.8331207361	2329.7259717979	3517.1194412062	2368.2344015102	1829.8537024132	1513.0730760755	1496.6060666779	2150.3985046417	0	0	0	0	0	0	0	0	2027.6952236896	0	443.8879124279	1762.5607628937	816.1919313007	1744.4040886862	2133.2602928928	1170.4371180007	1251.1777839899	0	52.3000054859	2556.5936958211	1213.625589655	1818.8611876305	1465.81166747	1165.385048992	1389.6589525735	977.5637269529	27.0252875235	1085.5332142659	1851.5480520974	898.036869137	660.9631457735	1287.2929555981	1346.1097600749	1372.8261470492	0	2889.1525403229	0	305.6507547791	77.0463493123	1883.0558199601	121.4296504403	986.9898068098	0	935.4217669495	1910.6746057028	0	3011.613587846	9.4071967018	2029.2620767266	1926.2007555227	0	0	0	0	0	1046.3066331482	2291.2077529238	0	0	231.1360668767	534.2950978539	1547.1419945002	886.8419562125	1411.2229931583	2362.9641930727	1556.2740689968	648.1256415571	1111.0665620669	3075.0289664231	0	1285.6430315751	954.1403521116	1771.1848349705	1360.7612017451	2259.9034780937	2213.8937018721	2820.1765131803	2334.8668959789	2735.6498068881	1795.4883503189	1524.691769775	2039.1020669466	1879.1385369983	759.7829974601	513.5502042954	1871.7453153046	2543.4503183552	492.5703759101	133.2664117772	0	8.1817679318	870.9849074906	1754.113220537	292.6116123592
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Coriobacteriales	483.5876066378	435.9689589055	575.2646714797	648.6123261376	563.724764794	125.8599598736	187.7824978506	436.8151341747	0	0	0	0	0	0	0	0	10.5324781671	0	0	0	0	0	0	0	0	0	0	0	0	0	22.9059097443	36.2079468107	116.1604011055	0	0	0	0	0	227.7815898345	26.3997536336	28.2108910671	67.299252555	15.5662870612	41.2408536344	0	475.5546835184	0	1291.5502012825	21.7284059761	77.686043157	0	297.2283605886	0	0	342.6399603904	0	64.6732526794	617.4184787872	229.8712392626	223.5888426132	0	0	347.0192575428	414.8926981523	318.7712480652	212.1245116229	0	0	0	0	0	0	0	0	0	81.5491871062	0	0	215.3694649329	0	0	155.3751963034	226.5534324142	248.6612948372	167.183469342	0	0	158.3445033266	0	0	37.524809957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.6007867995	0	0	485.004786656	1004.6357919075	354.0214996824	612.4378171705	260.3084756879	593.0643523878	469.5653362428	214.9661593197	204.8107798162	0	206.2916381937	0	257.0056981919	317.8063620289	0	428.2974804272	0	486.5555106172	0	0	0	0	0	0	59.3468434897	438.6574885352	0	0	0	0	183.304899275	0	129.5584546423	830.0720749844	195.6888996764	0	129.0295883152	249.2324463557	0	0	0	0	0	0	0	0	202.5823556251	35.9557109866	158.576807499	159.847796483	478.7166103687	365.0489106759	297.9248334061	389.4027753782	0	0	808.6995508386	80.8636650158	19.8074357899	0	673.990560368	253.5375717689	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1870515777	0	0	0	0	0	0	0	0	0	23.3594552101	35.7830967821	56.6397913527	0	0	0	0	0	0	0	0	0	0	0	51.1745692936	0	0	95.3956127174	0	0	13.9455173215	0	12.1385782683	33.3169761137	0	13.8889419527	16.5177241243	0	26.779894465	0	0	0	0	17.2932018058	21.7014488441	14.2519408026	26.5879743355	32.6789169105	17.0966059256	34.9475563069	0	28.2080444644	0	0	0	0	0	11.7856726302	0	0	0	0	0	0	0	0	34.4531425343	0	0	0	0	0	0	0	0	0	0	0	0	33.7747743918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1723962366	123.1519507011	68.7933130769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4966802617	0	0	0	0	0	0	0	0	0	0	0	6.8103544107	11.4906411391	63.6295901826	0	25.9337686961	11.5293715452	18.3566053628	102.4265547373	50.4442265495	8.9031889987	0	63.8790993104	29.3700482526	33.0401592582	11.2179173131	46.8411703086	0	0	0	30.6531272573	0	19.6347941971	0	0	0	6.7812247757	11.9706918605	0	0	11.2998353036	33.8478844516	11.6243650195
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Eggerthellales	41.1477183598	27.5536082809	45.2915468393	50.9957857941	31.1766776449	29.8469950504	30.3821218562	52.5390379735	0	0	93.8273991081	0	111.6294342316	95.2611792521	21.2095591991	30.7894755498	31.1162126841	0	76.0529748818	0	85.7863309037	0	0	0	0	0	0	0	0	0	26.0127348507	29.0679820897	41.8569317022	234.0729501864	162.7366447519	0	0	0	241.663726678	10.3713544593	9.8787540072	45.1457175302	9.7139902548	12.8965064563	54.5421068568	0	250.9290988847	185.697346855	0	0	144.1923422041	0	113.3210638001	44.2601195134	0	79.3548916987	0	35.506019449	0	0	0	69.5189964463	0	18.4898338898	0	21.110091002	33.733738455	16.2550432506	112.3668640783	49.6634223962	0	51.3381991475	5.2569710666	0	96.9501600382	61.2619467157	19.1532118608	110.1748325757	71.5586732485	0	25.9520584304	16.3348282018	12.0705831801	30.8773818699	32.1593990019	6.9486759446	16.2676744799	48.287122026	0	0	0	0	0	0	0	0	0	0	0	83.5786148353	0	0	0	57.0784311751	115.0312696718	0	12.2591778577	0	0	118.2296817155	0	108.3923006573	59.3409180442	109.4532429229	0	88.7710434449	0	83.4366128514	67.3065830087	26.4057672185	38.9492473116	32.1334340784	0	0	0	0	0	0	0	0	0	17.5608418739	0	0	20.1291286679	0	27.7849116641	24.7962191435	0	0	0	0	0	13.1844172139	0	0	0	0	0	0	25.1859518596	10.9422981523	111.5633071871	12.8600243153	33.2892260007	0	19.357249019	0	0	0	81.1757429414	0	0	12.4802025797	0	117.7474118216	226.751174959	62.3034617615	81.9009225643	148.9905516422	104.8230837865	28.5181747326	16.2080778591	163.4273480657	139.5244401993	51.4272477807	16.0179937161	0	0	38.383828737	126.0029783426	24.2172635726
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Enterobacterales	219.6605992216	36.0710962626	24.0267074332	0	0	0	1240.1449761404	0	4056.4191817689	1111.0713497758	550.3813269066	805.2935374004	108.7654534697	21.5424595535	37.5188097562	0	137.4697000041	692.6440099362	0	285.8101140296	155.6149029825	791.7876270203	0	0	0	0	0	0	0	0	15.1406160636	0	76.0046016806	0	0	6364.5030378614	841.8112777184	12.7146130712	934.4661437731	1153.1443214325	289.9411812958	1838.4673271741	184.3852666314	58.2672376339	1443.159856617	6456.6619807175	25.388484912	297.7949722854	332.6426508352	629.8684649122	0	1527.050536623	0	0	249.3798931698	0	153.0868935126	46.2614259749	154.8572796065	68.7455511126	0	0	293.9717069443	65.4972880858	38.5097990733	12.2882746857	440.4305044288	1580.9567957383	17.4275787694	113.2244752671	142.5806643895	456.4189120782	216.7570357151	436.7301660822	257.6139007152	0	248.5967343326	269.7105365759	72.1268538542	1211.0046975	0	0	0	0	14.2284074574	8.0331729803	3029.8055049506	0	2400.1448526329	3197.9901605977	0	1030.0702699873	0	1094.7595716729	1301.5961375905	1377.3846106263	11.6568230903	265.4808539776	222.5415858985	1544.3718041395	0	139.018537948	0	44.8745307543	20.7019088243	2835.0399848628	4079.0218621286	31.1090942673	0	61.8907773345	0	0	0	0	0	73.7691863835	0	0	0	0	0	196.9674088589	2811.7523083728	0	2865.7100740627	2551.9742164468	141.5001219857	99.4563724623	850.8245232431	0	4228.4402618178	1414.2032130706	590.300271544	5241.6432916383	451.4480511465	2823.1879578763	217.3943167766	0	1543.1547925964	1557.351965492	75.4333659004	2282.979363032	1266.9801711291	142.7964876996	0	1432.2668865165	2723.6184264181	2452.5907250186	108.9199768795	2737.1104895612	0	157.7591305398	0	1772.0307181211	136.4124030512	215.5563626561	0	2018.8670956348	839.1545444762	419.9588904046	110.4626096901	778.9081722753	79.9076545663	223.9578363856	285.0336774712	13.3547715455	0	57.3787192186	26.819895828	98.2896970937	10.7080829227	154.719766943	70.1042183731	268.1961666809	0	158.2456154056	247.34517882	403.268544259	218.457918887	35.9239856322	0	24.1534387425
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Erysipelotrichales	0	17.7378181573	0	0	0	9.1802994981	62.0026407669	0	0	0	0	27.2585728272	1107.9400006725	216.5363930987	66.1418346108	0	0	41.8959992351	33.13963248	0	19.9447670197	0	35.9183658755	236.5265638518	0	17.9630681198	19.6113102262	231.7647992245	273.3803676197	390.3621392867	88.3263293514	47.6291994114	17.7462986713	48.5111206286	120.7344080225	0	0	54.5005479312	159.7835201049	0	0	43.3795154205	0	0	0	0	0	14.0308819731	0	0	266.3851208904	0	93.1400141268	110.087741265	28.0159469109	75.9820590237	0	0	0	0	0	7.6119513261	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9227185391	31.8682499707	102.1178318014	0	0	0	0	0	0	0	0	32.408488715	0	0	0	0	0	0	0	0	0	321.5950399549	0	105.872088077	15.5983811252	50.1452609698	249.5520058578	114.4670494545	455.8995243362	445.4628748712	0	0	197.3921089711	66.6314377337	816.4255711083	81.0318965167	154.1086696718	177.3162821948	50.2647716145	0	177.7815989148	0	125.3380872868	103.5894791719	0	0	0	14.689595706	504.5205522884	0	43.3841514793	23.2707740988	0	0	0	0	120.8411013722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8453509349	69.4804324029	44.6004323725	0	0	263.2248324763	16.0727189193	0	5.4216212881	0	279.4982932922	356.5858127538	136.492577013	56.3925364665	78.2642945399	103.064020893	266.6558207736	37.8332282855	136.0573360895	0	15.141433549	53.161002988	0	11.8806464018	34.8288602916	125.1415271393	78.6416961376	0	0	0	0	20.464829686	281.5397931769	118.196498322
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	23.3791245215	89.9612734125	31.6060373537	0	28.6942792295	0	111.6630459431	0	119.0170718445	0	0	0	0	0	0	0	0	0	78.6287590566	49.6622215518	74.9457237619	11.595927729	93.7151810553	0	0	0	165.4801571867	30.8023151843	75.1525215204	158.1131025572	80.6313290297	128.0258738855	0	86.269415913	506.6964484108	0	0	0	16.3899018079	0	21.1183569522	128.5469244517	0	271.039724927	0	0	0	0	0	25.3191949073	0	102.4092187796	0	56.4448786157	21.6344728117	0	18.3969361144	124.1692886502	48.4109813913	6.9240586713	68.0007589705	55.3497356739	180.1374871733	298.2660440273	0	0	132.2505157646	0	130.9176329531	104.4256755614	106.1059365884	22.2681523601	90.2261802927	94.6548090463	83.9231441363	93.760531988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.586457643	0	89.3752647794	14.2041438124	16.77747051	0	0	0	0	10.977210549	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3697475025	0	0	0	0	8.0430938192	0	0	0	0	0	0	143.1414882696	21.5112617093	0	0	0	0	0	0	122.5749705422	10.4278348429	9.4261674161	0	191.1893585595	103.0229257239	0	0	0	0	305.3476407048	411.3845711607	209.4623785325	290.4455802611	11.1147618059	74.7675929226	89.3667033839	70.5920540735	259.2090024441	81.0302727801	0	20.1041546354	130.1472515473	141.0006378961	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6512740358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3294925767	0	0	0	0	0	0	0	0	0	0	0	0	35.4415537986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.7105771732	0	118.9877758669	0	0	0	61.5927378336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Micrococcales	0	0	0	0	0	0	10.6225175565	0	0	0	0	0	0	0	0	0	0	0	0	12.5633514037	0	0	0	0	0	0	0	0	0	0	9.796006134	0	0	0	0	0	0	23.8703108149	0	0	0	0	0	0	0	0	0	24.1574529519	6.624315357	18.3553277191	13.4604894014	8.1589986937	39.2020630545	14.1647842273	45.7350245396	0	8.3131148995	32.9346980746	17.7675572738	0	0	0	47.0826744699	16.6778303066	32.4320935725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5363888567	19.7596768984	22.0068236764	8.4744103929	16.3403700316	0	0	110.9807441813	84.0668919442	0	53.6965111623	0	57.0723596375	13.6359789863	0	0	0	0	0	15.8089859069	11.7966123949	0	24.7774923138	22.7981599888	0	0	0	0	12.0122482702	0	0	0	12.1173060441	0	0	0	0	0	26.5511004951	0	0	29.5425234316	31.7830547177	13.1034417572	12.6257131457	26.9074519624	0	0	0	8.1270069576	0	28.142195432	21.0854930792	13.7127648044	10.7519725475	8.7906897611	7.336789077	0	5.8574628673	0	10.7358489603	0	0	0	35.1284894855	26.1773712606	13.7743285432	7.2507749091	0	0	12.2546496196	7.3293011164	0	0	0	0	0	0	0	0	0	0	0	0	43.3652520298	5.9639372199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Neisseriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9221896404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.167906575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2235727292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7717513694	0	0	0	0	0	0	0	0	0	0	0	0	123.851833056	0	45.6078843409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.004533329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4887939405	15.2761439871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Proteobacteria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.9561723683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.9827875696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.527219519	47.9562267123	0	0	41.0056212602	56.3133467423	0	0	47.2978158762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Synergistales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.5860227131	0	0	0	0	0	0	0	299.4647633371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	o__Veillonellales	10.7663656424	70.0448062964	28.1463804776	32.4884083054	134.6622628536	0	17.4611170152	0	0	206.0980344961	82.4137757322	0	91.8047905191	0	0	0	39.9115783236	30.9931702787	0	0	0	0	0	0	0	0	0	0	0	0	40.4617872807	3.7438208739	5.4172322316	0	0	0	0	0	25.9341658677	0	22.2636244659	0	0	55.8186413267	23.6237299138	11.4836931361	0	33.5357175318	0	0	9.1974565025	0	135.7398712647	70.9473389768	29.973174677	75.1209970575	0	143.2035466942	5.9150202919	0	0	139.547204622	0	75.6252921752	0	129.495887856	0	0	0	0	121.6236166574	0	56.8738568686	317.8467296756	0	0	0	26.8559746566	0	0	0	0	0	0	7.5901518345	0	0	0	5.673876416	9.3462680103	25.9152050705	17.2307911518	0	0	44.3745317888	776.9566918002	0	87.8200803692	0	5.8260968532	0	0	0	0	7.142270726	0	22.2050736421	0	0	81.8363682424	0	0	0	0	0	0	152.1016922843	0	0	9.8671900779	0	12.7990119562	0	0	8.7100613757	0	25.611558211	0	259.4430786097	138.8705460769	0	0	135.7206539342	0	29.774852195	0	24.0901461558	0	187.3372755901	0	0	0	24.5444405879	0	0	24.2132368026	0	595.5033899059	126.9129219283	3.000752619	42.3654297215	3.1791088915	0	0	8.1357307812	2.7965321862	0	53.801722202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.6031939643	15.1903118101	0	0	8.3716796459
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	o__Acidaminococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.9853775108	0	0	0	0	0	0	0	75.6672208014	0	0	0	66.5099302729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	o__Actinomycetales	0	0	0	5.0476182267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4379321503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.451758975	0	8.2196339947	0	0	0	0	0	0	3.5033248364	0	0	0	0	0	14.1115085548	0	0	0	0	4.5176793328	20.3260337189	11.3552014008	17.9434554763	0	2.1639064874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4252133463	13.1622119369	0	18.7532568356	0	13.3185124915	8.787875492	0	0	0	0	0	0	0	0	0	6.1936103614	0	0	0	0	0	0	0	0	0	0	5.9107582977	0	0	0	0	0	0	15.1059039936	0	5.6191357926	0	5.4934326346	0	0	0	0	0	9.4396826718	0	15.3240664347	7.7668135798	4.3869086992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.223527049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	o__Bacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4828819128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	o__Bacteroidales	0	0	7.9180301343	0	0	0	0	0	0	0	5.5254018153	0	0	0	0	104.5953358618	82.1202244992	20.7757795615	0	0	0	0	97.3286613484	0	0	0	0	24.2761116935	13.2649380808	102.1993714353	41.1845806825	94.2393443043	24.7718514194	161.8684577296	20.5712529134	0	0	0	23.1195522922	0	49.7637040719	26.5216027051	52.7595185439	94.6930759017	6.9737393639	0	0	15.2799905315	0	0	341.6321882602	0	46.5415681648	78.2424505803	0	53.65887617	0	0	0	0	0	12.868302853	0	0	0	221.5049598377	6.5849898323	29.6517587209	50.6875253711	40.7748555161	743.002952557	70.209301152	393.9354931867	241.2839838932	13.710453409	23.1132254126	0	46.4508064194	57.2562503318	0	108.7558276637	182.1286171601	97.060112583	24.9205652944	161.1000520995	152.9439487575	102.6032729476	46.4931006556	0	0	0	0	0	0	0	0	0	0	13.0502397864	119.1504457418	46.0068158678	0	104.5283311472	0	9.1205932214	0	0	0	122.4051756142	0	0	27.2885018136	55.4999409355	11.8001340498	147.291703162	26.4777750013	44.4550340607	0	7.5315521053	32.5359528568	17.8659463235	155.2372549145	0	0	0	0	0	0	0	435.2642356477	0	0	135.0220196256	0	107.6486535185	0	0	555.4321068754	0	0	0	0	0	195.2135532295	27.8405763432	0	0	0	312.0963895068	0	493.4527938778	655.5343875316	17.7531115184	0	599.7798445364	129.99617913	24.2455193504	0	0	0	6.0870925127	0	0	0	0	158.5799476446	159.7859243366	47.8866162423	94.4870130823	82.6681918139	29.914695621	0	0	0	0	0	13.2116193533	0	0	11.0820052448	15.0511489418	174.4726672595
