species	Level1	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
s__Actinomyces_graevenitzii	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	1.7533103498	0	0	0	0.0948082918	0.271588327	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2353428728	0	0.3057667485	0	0	0	0	0	0.7437720184	1.0553672188	0.2670979852	0	0	0	0.526731387	0	0	0	0	0	0	0	0	0.1451126163	0.1701458501	0	0.4618334322	0	7.1779919163	0.4453111017	4.6059182561	0	1.0621618302	0	0.3659617754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3938437921	0	0.3241848196	0.5868867227	0	0	0	0	5.7236981041	0	0	2.5628376325	0	1.0235423959	10.505226016	0	0	0	0	0.528035235	0	0	0	0	0.3019133077	0.1653789681	0.1303458178	0	0	0.6946530325	0	0.281219856	0	0.2705197475	0	0.3748146416	0	0	0	0	0	0	0	0.2035999922	1.1800786006	0	2.9714284191	0	0	0	0	0	0	0	0	0	0	0	1.9628532087	0.6545976154	0	1.9092847214	0	0	0.4375206032	0	1.9914940009	1.5477868739	0	0	0	0.2696258217	1.103124655	0	0	0	0	0	0	0	0	0	0.2276917602	0	0	0.2079609212	0	0	0	0	0	0	0	0	0	0	0.0782484016	0	0	0	0	0
s__Actinomyces_graevenitzii	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2500823428	0	0	0	0	0	0	0	0.1759729128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1013456345	0	0	0	0.6261909371	0	0.3804867664	0	0.1317978949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1179941003	0	0	0	0	0.3450828733	0	0	0.4896449156	0	0.2989557974	2.5341759993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2969985019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1030219466	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1318053696	0.4007516998	0	0.1427735319	0	0	0	0	0.5087607078	0.295969722	0	0	0	0	0.1714332955	0	0	0	0	0	0	0	0	0	0.164942277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_johnsonii	Cellular_Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5040919535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194099686	0	0	0	0	0	0	0	0.0626150333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8880618961	0	0	0.1278118609	0.1500706751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_johnsonii	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274116938	0	0.6112626879	0.6601260335	0	0.0389594252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5248850573	0	0	0	0	0	0	0	0.4066387536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4966468259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3839603419	0	0.3610380895	0.0810757011	1.7562381767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_johnsonii	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0126014473	0	3.2042032654	3.8116780946	5.7392000912	2.3866370784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9517646445	0	0	0	0	0	0	0	1.7313802541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9658099672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6796122277	0	0.7103640357	3.4650572491	2.542685129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_johnsonii	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6650109966	0	7.435847605	5.2047883032	0.1731034977	1.2140670666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7398848227	0	0	0	0	0	0	0	1.8478752322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7490680522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5859341583	0	4.123563288	3.9812504026	10.6961888622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_massiliensis	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1246557956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_massiliensis	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1247290825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_meyeri	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039136966	0	0	0	0	0	0	0	0	0	0.0094579418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4326627461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_meyeri	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2292479847	0	0	0	0	0	0	0	0	0	0.0493517585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6914516867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_meyeri	Metabolism	0	0	0	0	0	0	0	0	0	0.2652936944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0797150008	0	0	0	0	0	0	0	0	0	0.0844238075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3975961958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_naeslundii	Cellular_Processes	0.5950221157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6239078925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7955595159	0	0.175070028	0	0	0	0	0	0.0214776632	0	0	0	0.2556237219	1.5106023596	0	0.3398956903	0	0.2913238443	0	2.8240283257	1.1296111784	2.2794117839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7016104007	0	0	0	0	0	0	0	0	0	0	0	0	2.0081356054	0	0.8404230278	1.6109789757	0	0	0	0	0	0	0	0	0	1.0447089344	0	0	0	0	1.0811640352	0	0.535965663	0	0.6282695129	0	0.8375541687	0.6831157527	0.2980145503	0	0	0	0.5012534391	0.6329321143	0	0	0.0234355437	0.3187728638	0	0	0	0	0	0	0	0	1.6955116012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842620467	1.3528780838	0	0	0	0.1229791819	0	0	0	0	0	0.0430210325	0	0	0	0	0.7304260828	0.5824508526	0	1.6895925476	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_naeslundii	Environmental_Information_Processing	0.207839988	0.3378183907	0.488618178	0.7696753142	0.0702713368	0	0.0122555715	0.2939143984	0	0.1892525045	0.009807107	0.0101760554	0.0852079073	0.0318289419	0	0	0.292872169	1.0567655336	0.2677828176	2.3140685583	0	0	0	0.1050284478	0	0	0	0	0.1722666972	0	0	0	0	0	0	0	0	0	1.6013129451	0.5951792841	0.4986462913	1.097663132	0.11883246	0.0972985117	0	0.6068905173	0	0.0036220077	0.5146308003	0.1675370521	0.0138945782	0	0.3269522987	0.5825811286	1.3075762451	0.1998061585	1.4523952146	0.04672554	0.6323025965	1.1599824002	4.2691567363	2.5134564648	5.5236344097	0.0582985335	0.9603190319	0	0	0	0	0	0	0	0	0.0249831353	0	0	0.1045164417	0.2116286019	0.5582114299	0	0.0214748333	0	0.2406683908	0.0043696363	0	0.0135346193	0	0	3.1217942214	1.5972402193	0	1.4734784769	0	1.3337171557	0.5042598103	0	0	0	0	0	0	0	0	0.5178483294	0.2579130825	0	0.2326797732	0	0	0.2347906906	0	0.3464337305	0.0328240861	0.8539002239	0	0.4587591438	0.5300798164	0.1200971603	0.513829765	0.4194368181	0	0.8692162828	2.0062973527	0.1689794949	0.1868737433	0.3340189955	0.8025036829	0	0	0.0133540519	0	0.2345082826	0.829757209	0	0.9533570637	1.9868716944	0.303149408	0	0	0	0	0	0	0.0591540964	0.1622957578	0	0.1529876359	0	0	0	0	0.7456438631	1.9535995505	0.0218737089	0	0.1209203421	0.1649191471	0	0	0	0	0	0.0782995918	0	0	0	0	0.5400894134	0.0284062434	1.0733475189	2.8518872649	0	0.078898406	0.2169503564	0.1907854792	0	0.0680972589	0.0524356353	0	0.1233817209	0.1615127727	0.1241042273
s__Actinomyces_naeslundii	Genetic_Information_Processing	0.5593082413	1.8822806665	2.7979187978	3.1850756784	1.1444248752	0.6472106107	0.9824483183	1.3628351353	0	2.9230532744	0.1361655773	0.1192569417	1.1954690322	0.8719259164	0	0.1295200122	1.4846458707	6.6227168017	2.3982437051	17.0757671936	0.1629881998	0	0	0.5029203641	0	0	0	0	0.1065850823	0	0	0	0	0	0	0	0	0	10.3150569844	5.1607222057	3.5593206585	7.0578645322	1.255824594	1.5273498172	0	4.6023301724	0	1.2466430126	1.4798008222	1.2819150316	0.8547156332	0.1619334276	4.8170828143	3.5692426441	11.6267172877	1.5162333163	6.051120892	0.7966949623	7.7360173766	5.0234756579	30.1099857447	10.524001744	29.4650707868	0.7850377562	3.1301226	0	0	0	0	0	0	0	0	0.3113250075	0	0	8.9993382839	3.9106332127	3.7728204761	0.47566704	0.1096605371	0	0.82466334	1.5292575156	0	0	0	0	27.7039052839	13.5405571216	0	12.6445240574	0	12.120507063	7.1636980502	0	0	0	0	0	0	0	0	4.4920161915	2.6181435384	0	1.5246214336	0	0	2.1937871138	0	3.129011652	0.2659661973	4.9180500245	0	5.2291641868	6.204500741	0.6607468664	3.4144294432	1.5191301129	0.7184184376	1.225360439	10.4145757384	1.9225618808	1.8816065147	2.6601660032	4.5873672325	1.5770019208	0	0.9172219938	0	0.8603681937	3.2450283029	0	4.8981584591	16.0600830558	3.3705850642	0	0	0	0	0.8211668528	0	0.0555555556	0.6480674804	0	4.1716803764	0	0	0	0	1.5554938077	12.1008591749	0.5973811134	0	0.8117727328	2.4308463531	0	0	0	0	0	1.1573732469	0	0	0.2652774309	0	2.8144151406	1.4279586151	5.1340123484	8.026073733	0	0.557875613	1.624689143	1.9848295203	5.3260277949	0.7990768264	0.3934990414	0	0.8238699579	1.5195528286	0.1952549366
s__Actinomyces_naeslundii	Human_Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091200538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0570370581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_naeslundii	Metabolism	4.4905470065	8.8548952821	14.3302066971	7.9552792847	1.2282271377	0.9421556935	1.6435814925	2.6199213152	0	10.1261018136	0.1493520822	1.7555850305	0.3784083849	1.4493779934	0	0.6981958153	9.7789571562	27.0772502782	6.7528756832	51.2538133547	0.2027908848	0	0	1.4208485277	0	0	0	0	2.0388355214	0	0	0	0	0	0	0	0	0	45.9568150933	10.0100605568	14.9454955448	36.5032627813	3.5927945975	2.0911246303	0	26.0781501164	0	6.1527000992	10.5282412716	5.1989072631	1.0001424831	1.638081778	13.7902925412	5.96322754	39.1168987282	3.6903609381	21.0990677965	1.1105255961	13.873014874	17.1311160369	119.1537799432	62.3730962521	132.5955874502	0.6412529151	12.1148761227	0	0	0	0	0	0	0	0	1.3488621672	0	0	9.2258917018	15.0737368346	11.2311975503	3.2763803217	1.3519649508	0	1.2273628186	0.6334699845	0	0.4294532046	0	0	120.6803208533	54.5202096533	0	38.6680409403	0	38.19984738	19.3207851437	0	0	0	0	0	0	0	0	14.2909734791	16.0457509656	0	2.9033367417	0	0	4.7353736628	0	18.5313715023	6.5279255419	32.1213589163	0	20.0884372895	15.4734260226	8.0352713412	10.5067794214	3.4517706353	2.2380998665	5.4335176558	51.1901515736	5.372736043	9.7967748894	6.2461423693	17.591220281	0.101690296	0	1.4675931447	0	3.7320132223	22.2601612675	0	21.7480449328	56.7292763482	13.2344371742	0	0	0	0	0.0992000765	0	2.5657978815	5.1654539568	0	3.3150435831	0	0	0	0	7.5261796978	52.651682741	2.1538068612	0	3.8645971774	8.7324481166	0	0	0	0	0	5.4069174944	0	0	1.4223059373	0	4.8499690877	4.8976728072	21.9196000414	27.382775384	0	4.0955085163	3.1819844468	5.216975442	0.1678073974	0.6270087934	0.9568388712	0	2.0419310934	2.9025321634	0.9195377661
s__Actinomyces_naeslundii	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2956550975	0	0	0	0	0	0.4759986586	0.889114306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5660357274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4718014011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5037105977	0	0	0	0.7302854771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_odontolyticus	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0.0161954674	0.0647080338	0.039822525	0.0327442888	0	0	0.1127702944	0	0	0	0.0276328176	0.0925180527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0608761855	0.0180176734	0	0	0	0	0	0	0	0	0	0	0.0127215403	0	0	0.0725058747	0.0347314735	0	0	0.1011965678	0	0	0.1124841789	0.2189687337	0.1251325713	0.277942155	0	0.1076103178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0567961526	0.0318465615	0	0.0463978831	0.0569237334	0.0162947392	0	0	0.0513402714	0	0	0	0	0	0	0	0	0	0	0	0.0189732012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217705801	0	0.0419217402	0	0	0.0270394271	0	0	0	0.0483156254	0	0.0398208668	0.0173448404	0	0	0	0	0	0.0250138694	0	0	0	0.3236255924	0	0	0	0	0	0	0	0	0	0.1509269776	0	0	0	0	0	0	0	0.0425815082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_odontolyticus	Genetic_Information_Processing	0	0	0	0	0	0	1.7210568646	0	9.0609146247	3.2067374441	0.1952627592	0.3886144344	0	0	0.1234861958	0	0	0	3.1490042587	0.5159926971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25646779	1.4847048558	0	0	0	0	0	0	0	0	0	0	1.3002894641	0	0	1.2702578901	0.3574945774	0	0	1.7367165569	0	0	0.5005797307	5.6162016748	0.5791145606	6.6141078876	0	0.5407187396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1747030049	1.4440532644	0.2508429129	0.9994717133	5.6346665213	0.6776584618	0.0784682988	0	1.172298329	0	0	0	0	0	0	0	0	0	0	0	0.174427849	0	0	0	0	0	0	0.1140326293	0	0	0	0	0	0	3.133009216	0	0.4550145187	0	0	0.2637966773	0	0	0	1.1664593822	0	0.5377141732	2.2133567237	0	0	0	0	0	0.1361362797	0	0	0	14.2772820492	0	0	0	0	0	0	0	0	0	1.0098379523	0	0	0	0.0418132318	0	0	0	0.1909721674	0	0	0	0	0	0	0	0	0	0	0	0.0442619765	0	0	0	0	0	0	0	1.0692697383	0	0	0	0	0	0	0	0
s__Actinomyces_odontolyticus	Metabolism	0	0	0	0	0	0	0	0	0.2688804331	0.5412639599	0.0926218657	0.3140032326	0	0	0.1682501792	0	0	0	0.0447707736	0.4835790564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6978286871	0.3736978367	0	0	0	0	0	0	0	0	0	0	0.6457236609	0	0	0.6293372677	0.3762728242	0	0	0.3312945006	0	0	0.6210728014	0.9165111315	0.6297132863	1.0633270965	0	0.3603968378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1196869561	0.0281412692	0	0.3569123814	1.3447092891	0.080924005	0.0875549396	0	0.2313086686	0	0	0	0	0	0	0	0	0	0	0	0.1850570439	0	0	0	0	0	0	0.0960697445	0	0	0	0	0	0	0.3940792316	0	0.2420659692	0	0	0.2931449815	0	0	0	0.1420818273	0	0.1378022005	0.0510933681	0	0	0	0	0	0	0	0	0	3.0812562203	0	0	0	0	0	0	0	0	0	0.7003969876	0	0	0	0.157107356	0	0	0	0.1284926239	0	0	0	0	0	0	0	0	0	0	0	0.0562825383	0	0	0	0	0	0	0	0.2917915324	0.1343581166	0	0	0	0	0	0	0
s__Actinomyces_oris	Cellular_Processes	0	0	0.153109394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2556237219	0	0.1278118609	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.0599246387	0	0	0	0	0	0.3309421783	0.24685948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2556237219	0.0634784708	0	0.0595704474	0	0	0	0	0.1702143926	0	0.2314721536	0	0.2560511815	0	0.1660418458	0.1208897485	0	0	0	0	0	0.1452763693	0.0740467854	0.1278118609	0	0	0	0	0	0	0	0	0.1242544732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3816317864	0.3571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_oris	Environmental_Information_Processing	0.0951717167	0.2241416036	0.1906288553	0.809110408	0.0129456077	0	0.0377591434	1.0550254064	0	0.7601432907	0.0013731609	0.0514779693	0	0.0235027467	0	0	0.0970396464	0.9312921673	0.2172350479	1.2423463878	0.0079390736	0	0	0.3475066713	0	0	0	0	0.058260763	0	0	0	0	0	0	0	0	0	0.9836176549	0.7867381676	0.4961120736	0.9289141631	0.3959346054	0.034197058	0	0.7648443474	0	0.0287196943	0.1901067881	0.0630853245	0.0456457953	0	1.978895581	0	1.6758639379	0.0609576765	1.8537226019	0.0408374378	1.1112499204	1.0619401481	5.1411776508	1.3463306791	5.6641489324	0.0246693591	0.9054481952	0	0	0	0	0	0	0	0	0.0100738413	0	0	0.4434110226	0.8920276943	0.4736946284	0	0.0101383135	0	0	0.0113254137	0	0.0068587621	0	0	2.2071338722	2.9688950817	0	0.6462831011	0	0.4803633341	0.3846666389	0	0	0	0	0	0	0	0	0.427376617	0.1665192824	0	0.0142939149	0	0	0.0542370534	0	1.4551974609	0.0155305349	1.3810336094	0	0.1923376445	0.2617211965	0.0853405287	0.1345133394	0.439429831	0	0	2.161313788	0.1417190462	0.6233260596	0.2522698669	1.111039827	0	0	0.0425307584	0	0.0547884137	0.2239737521	0	1.3429377533	0.468961193	0.2008941244	0	0	0	0	0.0020053644	0	0	0.0177425041	0	0	0	0	0	0	0.10011217	1.6463675363	0.0346326669	0	0.0424689026	0.0817454578	0	0	0	0	0	0.0385188099	0	0	0.3736809948	0	0.0942913495	0.0768441681	0.2084335312	0	0	0.4283880142	0.0715295667	0.9022810089	0	0.0652869798	0	0	0.6572956015	0.06852649	0.0605550577
